Taxon,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,Size
OMM,1,1.74E-18,-2.82E-18,0.565611,0.00414438,-0.0396051,-0.0619208,-0.100686,0.107126,-0.00770277,0.0153305,0.0435574,0.0217211,-0.0194867,0.00985588,0.00939926,0.0286776,-0.00293401,-0.0297633,0.00277797,0.00853069,-0.00751537,0.017344,0.00282397,0.0151967,-0.0066199,0.00771863,0.00213651,0.00071689,-0.00202905,-0.00349858,0.00503793,0.00564035,-0.00957094,-0.00427237,0.0155393,0.00341387,-0.000754784,0.0105753,-0.00516428,0.00751038,-0.00138757,0.00390895,-0.0100977,0.000508473,0.00119444,-0.00206033,0.00210366,-0.00131023,-0.00517642,0.00193022,0.010944,-0.000205368,-0.00198566,0.00158857,0.00431633,-0.00110458,0.000216032,0.00718679,0.00452232,0.000773408,-0.00182931,-0.00267359,-0.00529998,0.000544137,-0.00264672,-0.00224576,-0.00720266,0.00406795,-0.000683753,0.00730614,-0.00430002,-0.000712649,-0.000261862,0.00274105,0.00282977,0.000688539,0.000605363,-0.00398552,0.00490186,-0.000172349,-0.00076925,-0.000441293,0.000374073,0.000509,2.38E-05,0.00317307,0.00391449,-0.000847976,0.000293714,0.00309723,-0.00145658,-0.00186672,0.000933292,-0.00114527,-0.00230755,-7.1E-05,0.000978491,-0.00143499,0.00326284,0.000341368,-0.000885284,-0.00172042,0.00166007,-0.000990518,-0.000868773,-0.0022963,-0.00453,-7.53E-05,-0.00108,0.000194621,-0.00442041,0.00107792,-0.00041511,0.00128483,0.000138134,0.00120374,0.000274197,0.000543286,0.000606196,0.0700263
OMM,1,1.11E-17,-3.25E-18,0.506714,0.0141622,-0.0401825,-0.082016,-0.107069,0.103383,-0.00650505,0.0183871,0.0571561,0.0156577,-0.0239849,0.00427853,0.00490048,0.0265793,0.000360945,-0.0208954,0.00310105,0.00892931,-0.0163484,0.0121505,0.00854153,0.0115378,0.000506402,0.000327364,0.00797546,0.00274465,-0.0066304,-0.00448526,0.00497047,0.00324036,-0.00787323,-0.00134866,0.00653667,0.00320894,-0.00159879,0.0145018,-0.00537107,0.00643405,0.000192991,0.000651262,-0.0013077,-0.00170752,-0.00238468,-0.00572715,0.0127871,-0.00231582,-0.00562699,0.000371036,0.00571788,0.000708596,-0.00190372,0.00453158,-0.00678923,-5.98E-05,-0.0023105,0.00427552,-0.000166619,0.00168573,-0.000795191,0.000245743,-0.00319546,0.00152654,-0.00187184,0.00130144,0.000440523,0.000558205,0.00219722,0.00571391,0.00623181,-0.00256,-1.4E-06,-0.00164306,0.00256035,-0.00131799,-0.000618978,-0.00555382,-0.00149048,-0.00160143,-0.00059375,0.00340181,-0.000907957,-0.000731488,0.000450261,0.00157113,1.71E-05,-0.000533,0.000182946,-0.00134192,-0.00345713,-0.000731278,-0.00127186,-0.00277451,-0.00277428,0.000329511,-0.00139015,-0.00326339,0.000606,8.31E-05,-0.00154926,0.000376496,-0.000989288,-0.000521717,-0.000720664,0.00394103,-0.00212869,0.00117,0.000114801,0.000828362,0.000429384,0.000655258,0.000855371,-0.000461116,0.00218626,-0.000902393,0.00030918,0.00103534,-0.000526715,0.0714697
OMM,1,1.26E-18,-2.59E-18,0.530803,0.0197977,-0.039633,-0.0810073,-0.085621,0.0879977,-0.00195364,0.0075935,0.0401682,0.0131237,-0.0153487,0.0241149,0.018668,0.0259031,-0.00439747,-0.0247091,0.0129765,0.00441162,-0.00733556,0.0115177,0.00117842,0.011403,-0.00721643,0.00584893,0.00758736,0.00397491,0.00256337,-0.000678712,0.00529576,0.00106789,-0.00633376,-0.00482749,0.00915441,-0.00169938,-0.00207875,0.00485567,0.00200241,0.00360048,-0.00479611,0.00744999,-0.00524272,0.00297465,0.000862693,0.00310799,-0.00506719,0.00153,-1.55E-05,0.00444645,0.003969,0.000967633,0.000824639,-0.00260368,0.00313851,-0.00169818,-0.00111829,-0.0010271,0.00605236,-0.000770456,0.00144852,0.00259238,-7.05E-05,-0.00200676,-0.00103534,-0.000684351,-0.00148,-0.00016253,-0.000894887,-0.000582107,-0.00124148,0.000266442,-0.000851633,0.00257473,-0.00544058,0.00112308,0.00059812,-0.000867628,-0.00124395,-0.000228,8.56E-05,-0.000539654,0.000306375,0.000802051,-0.000515641,-0.00221145,-0.00234274,0.00085374,-0.000465,6.28E-05,0.000480357,0.000899528,-0.000195291,0.00300988,0.00218697,-0.000258,-6.54E-05,0.000450589,-0.00100961,0.00101751,0.000175993,0.000169347,-0.000849664,0.00103375,-0.000143996,0.000992833,0.000977321,0.000411408,0.00118474,0.000416722,0.00218257,-0.000118581,0.000148365,-0.00049247,-0.000319346,-0.000424,-4.51E-05,-0.000319458,-0.000630454,0.07143
OMM,1,-1.84E-18,4.01E-18,0.676686,0.0235183,-0.04494,-0.0997989,-0.0659325,0.0898866,-0.0242985,-0.00706866,0.0314493,0.0152663,-0.0205218,0.0374985,0.0167869,0.0216583,-0.00532992,-0.00921935,0.0159455,-0.00161913,-0.0065266,-0.00017025,0.00466624,0.000185574,-0.0143263,0.00886781,0.00986422,0.00824466,-0.00167624,0.012411,-0.0161056,0.00829653,-0.00649036,-0.00419162,-0.00860397,-0.000466193,0.00538532,0.00392957,0.0157705,-0.00191205,-0.00126956,0.00476542,0.00761764,-0.00255942,-0.000974822,-0.00635628,-0.00111795,0.000348628,-0.00284924,0.00781235,-0.00368027,0.00063586,0.000573356,0.000308845,-0.00613786,-0.00176208,0.000105493,-0.0073159,0.0055092,0.000695641,-0.00189065,0.000643558,-0.00132362,-0.00117558,-0.00290892,0.00445652,-0.00739742,0.0034394,0.000818401,0.00181432,0.000573496,0.00153,-8.92E-06,-0.000275515,0.00290321,-0.000292595,0.00129665,0.00092672,0.00180701,0.000506283,0.00067161,0.00120423,-0.0029079,1.14E-05,-0.00100594,-0.000642057,0.00108062,0.00047885,-0.000594567,-0.000421118,0.000289874,-0.000186855,0.0012842,-0.000470656,-0.000449244,0.00135994,0.000140063,0.000355612,0.00178384,-0.000410584,-0.000900308,0.00025973,-0.000821394,-0.000473,-6.58E-05,0.000413631,0.000472558,0.00121,-7.05E-05,0.00115,4.08E-05,-0.000135074,0.00047263,-0.00132713,0.000383674,0.000320132,0.000552429,-0.00070974,0.000677672,0.0667415
OMM,1,-2.38E-18,1.87E-18,0.647839,0.0111432,-0.0250583,-0.0897455,-0.0729601,0.0935135,-0.0117946,-0.000563126,0.0226572,0.0163094,-0.0114069,0.0282044,0.0128091,0.0301441,-0.00926513,-0.0251012,0.0101572,-0.00198423,-0.00558311,0.00157534,0.00400965,0.0132963,-0.0130769,0.00739262,0.00347232,0.00744002,0.00137269,0.00441977,-0.00678707,0.00679849,-0.008509,-0.00570892,0.0103372,-0.00400338,0.000132514,0.00248212,0.0130296,0.0026279,-0.00668165,0.00466105,-0.00280953,0.00224712,-0.00276368,-0.000688957,-0.0079997,0.00262969,-0.00154774,0.0087208,-0.00045176,0.00137734,-0.0006757,-0.00163682,-0.000756778,-0.00061612,-0.0020997,-0.000385011,0.0074163,0.00212173,0.00221737,0.00821711,-0.00017837,-0.0019986,0.000738481,-0.00186553,0.00248514,-0.00131954,0.00111126,-0.00419082,0.00880819,-0.00211986,-0.00347953,0.00364572,-0.00566416,-0.000782,-4.81E-05,0.00331922,-0.00698854,0.00256483,0.000503461,0.000362521,-0.00189157,-0.000245509,0.00109433,-0.00568155,0.000797588,-0.00076307,-0.000415996,-0.00235695,0.00157591,-0.000249667,-0.00252939,0.00115821,0.000269,6.65E-06,-0.00115205,0.00265074,-0.000795758,0.00077206,0.00117926,0.00186362,-0.00274298,0.00101962,0.00106,-0.000170443,0.000416891,0.000904978,-0.000758244,0.000693658,0.00245316,-0.000643,2.1E-05,0.00117471,0.000224275,0.000494388,0.0010909,0.00150769,0.0010538,0.0680203
OMM,1,-8.92E-19,8.27E-19,0.518932,0.028409,-0.0231186,-0.065653,-0.0865658,0.0921718,-0.00248627,0.0250252,0.0508659,0.0156342,-0.014935,0.00141275,0.0039264,0.0314053,0.000216205,-0.021056,-0.00158172,0.00349149,-0.0041685,0.0218318,0.00784056,0.0151429,-0.00621875,-0.00541005,0.00577329,0.0013955,-0.000863697,-0.00820389,0.00267304,0.00898349,-0.008198,0.00528969,0.00776222,0.00327753,0.00315416,0.0137457,-0.00422752,0.00726409,0.000173463,-0.0035071,0.000312586,-0.00256352,-0.00228872,-0.00894738,0.0112751,0.00232002,-0.00388947,0.00190772,0.00217,-1.69E-05,-0.00149592,0.00418519,-0.00403149,0.0025804,-0.00185582,0.00650725,0.00151094,0.00393414,0.000381363,0.00125053,-0.00649604,0.00100494,0.00151178,0.00100004,0.00424,-0.000113308,0.000733493,0.000998288,0.00598657,-0.00109845,-0.00190634,-0.00500296,-0.000262301,-0.00015,7.83E-05,2.45E-06,0.00393,1.37E-05,-0.0017536,0.00393502,0.00212591,-0.00188676,0.000450851,0.00028842,-0.00210672,-0.000148,-4.02E-05,0.0023875,-0.00381374,-0.00079878,-0.000620144,-0.00331925,-0.000510437,0.0014,2.55E-05,-0.00101968,-0.000755551,0.000795871,-0.00213357,0.00328038,-0.00467793,0.000656591,0.000835534,0.00110232,0.000271126,0.00112419,0.000889677,-0.000458727,0.00251477,-0.000172,7.54E-05,-0.00216295,0.000405,-9.15E-05,-0.000703149,-0.000289008,0.00044251,0.0715445
OMM,1,4.93E-18,-7.73E-19,0.507683,0.0204883,-0.0207144,-0.070867,-0.0911434,0.10678,0.00221482,0.0301857,0.0607889,0.0206211,-0.013473,-0.0071404,-0.00975246,0.0330448,-0.0026759,-0.0191577,0.00545625,0.0115428,-0.00540844,0.0200924,0.00363243,0.010187,-0.00416715,-0.0104723,0.00705419,0.00557313,-0.00110019,-0.00760619,0.00522179,0.00566041,-0.0089915,0.00717155,0.00478514,0.00579145,0.000551225,0.0108675,-0.00873519,0.00580867,-0.000544229,-0.00268937,0.00140833,-0.00029567,0.00146399,-0.00608808,0.0146449,0.00139644,-0.00580689,-0.00467953,0.00135077,-0.000533978,-0.00256368,0.00390893,0.0010879,0.00184228,-0.000796407,0.00840993,0.000386412,0.00248666,-0.00227969,-0.00479818,-0.00558872,0.0023002,0.00127369,0.00507448,-0.00015926,0.00187485,0.00162176,0.00546612,0.00372002,-0.00136566,-0.00191742,-0.00619708,0.00469,-7.11E-05,-0.00154205,-0.00465551,-0.00227028,-0.000751903,-0.00135302,-0.000638642,0.0048455,0.000565,0.000134613,0.00528452,0.00362615,-0.00171388,-0.000816429,0.00221319,-0.00480091,0.000565954,0.000448402,-0.00219345,0.00122689,0.000410052,-0.00191537,-0.000930074,-0.000499,-0.000130497,-0.000748262,0.00119804,-0.00447078,0.000738472,-0.00065801,0.00294489,-0.000229558,0.000644122,0.00069761,0.00260096,0.00341398,0.000475748,0.000163554,0.00101711,-0.00066685,-0.000628597,-0.000121022,-0.00323746,-0.000664353,0.071195
OMM,1,3.14E-18,-3.56E-19,0.605866,0.00194846,-0.0336308,-0.0770295,-0.0883791,0.109747,-0.00750668,0.0106921,0.0323695,0.0140791,-0.0157859,0.0159298,0.00794826,0.0282578,-0.00491145,-0.03272,0.0107522,0.00350189,-0.010545,0.0135973,0.00931392,0.0186437,-0.0060564,0.0116948,-0.00304055,0.00503936,0.00187009,-0.00250563,-0.00154734,0.00274673,-0.00789691,-0.00697032,0.0209103,-0.00616327,-0.00395694,0.00366456,0.00468126,0.00716408,-0.00699784,0.00367059,-0.00979074,0.00674,0.000187107,0.0085457,-0.00842433,0.0023928,0.00136989,0.00521646,0.00447923,-0.00093308,-0.000645841,-0.00949314,0.00699879,-0.00241632,-0.00301772,0.00287895,0.00880461,-0.000947157,0.00106706,0.00985792,0.000698517,-0.00188524,-0.000869213,-0.00223419,0.00187253,-0.000786295,-0.00168562,-0.00363324,-0.00244619,-0.000300194,-0.00184642,0.00411828,-0.00757881,0.00226584,0.000260445,0.00264194,-0.00143085,0.000914237,-0.000541249,-0.00222058,-0.000919075,-0.00095984,0.00105782,-0.00365359,0.0010061,0.00124887,-0.000483272,0.00380906,0.00345916,0.000876339,-0.00241342,0.0031,2.31E-06,6.14E-05,0.00140722,0.00107463,-0.00207667,0.000702377,0.00136998,0.00156399,0.00120816,-0.000256367,0.00093593,0.00197037,0.00368,-0.000186076,0.000966672,0.00118671,0.000614385,-0.000772646,0.000975928,-0.00229097,0.000340871,-0.000404639,0.000905619,-0.00125,-0.000250761,0.06901
OMM,1,-3.03E-18,5.82E-18,0.576468,0.0482427,-0.0426791,-0.0900424,-0.0878112,0.0730131,-0.00127801,0.0111619,0.0397061,0.0196982,-0.0102877,0.0337574,0.0297787,0.0176781,-0.0106894,-0.0262354,0.0181272,0.00395413,0.00608144,0.0216547,0.00717464,0.00648887,-0.0139437,0.0111047,0.0035524,0.00539355,0.00997742,0.00140451,0.00225601,0.00106639,-0.00834077,-0.00251393,0.00405755,-0.00475466,0.00469708,0.00498593,0.00418073,0.00396884,-0.00681905,0.00347848,-0.00620111,-0.000710949,0.003946,3.51E-05,-0.00580464,0.00121731,-0.00052984,0.00310942,0.00475848,0.000731501,0.00152362,-0.00562581,0.00465684,-0.00174431,0.00112976,0.000617918,0.00611586,0.00131054,0.0020539,0.00284256,0.00070366,-0.00340136,-0.000820853,-0.00297034,0.00485861,0.000549252,0.00234084,0.000650231,0.00151155,-0.00318219,-0.00068403,0.00125159,-0.00468,-6.41E-06,0.00185466,-0.00218615,0.00275457,-0.00228051,6.17E-05,-0.00131277,-0.00197588,-0.00150245,0.000647937,-0.00270087,-0.00225662,-0.000447355,-0.000363581,0.00164073,-0.000246,-1.36E-05,0.000944352,0.000845721,-0.000889412,-0.000629953,0.000751758,-0.00208611,-0.000463833,0.000144775,-0.000153701,0.0010668,0.000305392,-0.000232697,0.00104256,0.000622288,-0.000374303,0.000347436,0.000612705,0.000393258,0.000229558,-0.000881408,0.000523054,-0.00101265,-0.00130198,0.000528,-0.000134687,-0.000606927,-0.00110223,0.0699156
OMM,1,8.71E-18,-1.31E-17,0.580467,0.047332,-0.0359058,-0.0713773,-0.10637,0.0822444,-0.0029522,0.00387054,0.0337624,0.0217926,-0.00787922,0.0249225,0.0266028,0.0246344,-0.0113491,-0.0267765,-0.000916013,0.0039852,0.00169455,0.0197461,0.0112274,0.0157729,-0.0109438,0.009153,0.00755931,0.000706079,0.00999065,-0.00222936,0.00727814,0.00452006,-0.0103516,-0.000876605,0.0104461,-0.00266318,0.00226256,0.00832222,0.00133624,0.00870622,-0.00349619,0.00844059,-0.00658694,-0.00106983,0.00430989,0.0035208,-0.000346593,0.00223901,-0.000475946,-0.00015262,0.00921,-5.01E-05,0.000760495,-0.00546321,0.000596441,-0.00157761,-0.000772115,0.00447341,0.00244,0.00012412,0.00200446,0.00452222,-0.00423358,-0.000658198,-0.00261392,-0.00344292,-0.00356623,0.00176436,0.00209376,0.0012895,-0.00286273,0.00116643,-0.000163862,0.00302819,-0.0017688,0.000731029,0.00166008,-0.00437695,0.00350466,0.00155104,-0.000724176,0.000716119,0.000246907,0.000618955,0.000850204,-0.000391516,0.000623952,0.00130456,0.00124255,0.00100722,0.00664,4.39E-05,0.000760341,-0.000343975,0.000187627,-0.000483719,0.000347562,-0.000790199,-0.000624733,0.00131004,-0.000112,6.66E-06,0.00239101,-0.00106534,0.00083748,0.000352632,0.000318209,0.000229242,-0.000451516,-0.00125945,-0.00127963,-0.000189143,0.000210493,-0.000203789,-0.0021829,0.000378777,-0.000249853,-0.000311221,0.000886354,0.0695374
OMM,1,2.53E-19,4.12E-18,0.575168,0.0234274,-0.034971,-0.0958934,-0.0689283,0.0813356,-0.00517916,0.00325144,0.0306261,0.0121812,-0.02493,0.0258339,0.00759473,0.0255918,-0.00135182,-0.021431,0.00898251,0.0037372,-0.00909696,0.00402163,0.00431768,0.0100496,-0.00794379,0.0079231,0.00501455,0.00399269,-0.00239272,0.0042077,-0.00102515,0.00260269,-0.00423882,-0.0046293,0.00863587,-0.000469903,-0.00061738,0.00327936,0.00241191,0.00018123,-0.00574529,0.00278763,-0.00336215,0.00135934,-0.00196177,-0.000215391,-0.00445215,0.00204081,-0.00262473,0.00263479,-0.000529293,0.00150915,-0.00124215,-0.000279226,0.00366019,-0.000353769,-0.000415646,0.00420439,0.00426096,0.000270579,0.000285834,0.00151228,-0.00198374,-0.00126176,-0.000663669,-0.000970457,0.00146489,-0.000119555,-0.000314438,0.0020177,0.00104408,-0.00097,-0.000127102,0.000343172,-0.00331314,-0.000137491,-0.000232114,-0.00108239,0.000713,-6.67E-05,-0.000751,-6.49E-05,-0.00070065,-0.00080134,-0.000146935,-0.000415071,-0.000625753,0.000714578,-0.000385041,0.000575,5.95E-05,-0.000150871,-0.000106646,0.00124803,-0.000261442,-0.000129273,0.000140036,0.000608771,1.18E-05,1.69E-05,0.000269715,-0.000447889,-0.000744,1.8E-06,9.54E-05,-3.18E-05,0.000271506,0.000200662,-0.000400436,0.000712517,0.00041377,0.000106272,0.000264771,0.000819322,-0.000434896,0.000201157,0.000367,0.000151418,-0.000720665,0.0703529
OMM,1,-8.69E-18,1.15E-17,0.521154,0.0151604,0.00517539,-0.0827921,-0.0893022,0.0993032,-0.00864502,0.0212207,0.0557541,0.0136047,-0.00750394,0.00121465,-0.00513741,0.0304322,0.000505918,-0.0176064,0.00178841,0.00847645,-0.00746581,0.0150349,0.0082011,0.0140767,0.000985372,0.00332363,0.0051844,0.00239514,-0.00285499,-0.0154015,0.00630217,0.00358397,-0.00506043,0.00208081,0.00961341,0.00474868,-0.00165582,0.0151378,-0.00896583,0.00962229,0.0006618,-0.0007443,-0.00232533,0.0015808,-0.00068,-0.00633371,0.0121536,0.000383141,-0.00198141,-0.00396061,0.00387669,-0.00111783,-0.00310401,0.00154204,-0.00124514,0.000963868,0.000235136,0.00872366,0.00041959,0.00277318,-0.000591057,0.000552424,-0.00487936,0.00218899,-0.000695059,-0.000257833,-0.000638431,0.00282459,0.00108946,0.00499322,0.00154649,0.00119948,0.00162664,-0.00268264,0.00427332,-0.000275839,0.000111138,-0.00334321,0.0029003,-0.00176785,-0.00183959,-0.00144462,0.00165975,-0.000413472,-0.000280054,0.00161907,0.00550324,-0.000180561,0.000462872,0.00412991,-0.00143252,-0.00140532,0.000407311,-0.00134455,-0.00191167,0.000178,1.88E-05,-0.00209426,0.00208149,-0.000625866,-0.00121313,0.000427814,-0.000863618,-0.000258,-6.68E-05,0.00226584,-0.00348772,-0.000116786,-0.000694039,0.00107267,-0.000733708,0.000915946,0.000247878,0.000908222,0.000607661,0.00112,5.4E-06,0.000806049,-0.00235945,0.071279
OMS,1,-1.45E-17,1.82E-17,0.747946,-0.017317,-0.0158931,-0.0963967,-0.0456246,0.0589784,-0.0460334,-0.0224215,0.0305827,0.0029389,-0.0378718,0.0352623,-0.00141032,0.027472,-0.0169461,0.00106508,0.00230477,0.00644231,-0.00538966,-0.00181839,0.0163591,-0.0050072,-0.00394074,0.0148008,0.0224561,-0.00539198,0.00190229,0.00625663,-0.0116536,-0.00638186,-0.00899079,-0.010935,-0.0127377,-0.00162465,-0.00746635,-0.00466092,-0.00162192,0.00167838,-0.00658187,0.010123,-0.00192013,0.00571909,-0.00458143,0.00508146,-0.00266201,0.000331288,0.00122582,0.00663234,-0.000839315,0.00327574,0.00276347,0.000442494,-0.0037109,0.00121375,0.00329277,-0.0056472,0.000921559,0.00034259,0.000889438,0.000830701,0.00780044,-0.00118687,0.0019405,0.000627796,0.00171323,-0.00141874,0.00112294,-0.00354441,0.00353195,-0.00178772,0.000566119,0.00124508,0.00346305,-0.00224831,0.000326038,0.00205686,-0.00375897,-0.000765436,0.00154103,-0.0016143,-0.0023489,-0.00011792,-0.000716811,-0.000218952,0.000425299,-0.0016685,0.000892799,0.000381966,-0.000269608,-6.52E-05,0.00115619,-0.000794358,-0.00132,-0.000249815,0.000292062,-0.0018039,0.000598009,-0.000558,6.08E-05,-0.00020521,0.00149479,-0.000794331,-4.75E-06,-0.000191391,0.000927528,0.000569244,-0.000337502,-0.000517469,-0.000675691,-0.000403046,-0.00077143,-0.000907393,-0.000948977,0.000781851,0.000251238,-0.000417885,0.000418851,0.0641326
OMS,1,4.05E-18,-6.46E-19,0.623664,0.00653423,-0.0255778,-0.0727851,-0.0496057,0.0821304,-0.0114365,-0.0113727,0.011671,0.00873256,-0.0196814,0.0278075,0.00577846,0.0295933,-0.0052333,-0.0179058,0.0108874,-0.000656059,-0.00485547,-0.000464498,0.00358697,0.00896202,-0.0133149,0.00230534,0.00848712,0.00402537,-0.0031752,0.00941895,-0.00896156,0.00702032,-0.0060563,0.000276066,0.000744464,0.00217302,0.00269305,-0.000434229,0.00867815,0.000617975,-0.00368963,0.00536143,0.0107881,-0.00255539,-0.000953,8.02E-05,-0.000482112,-0.002036,-0.00200757,0.004362,-0.0016817,0.00156852,0.000191636,0.00136557,-0.00500478,-0.000336912,-0.00201834,-0.000235346,-0.000971031,-0.000185,2.14E-05,0.00127264,0.00103238,0.000974262,-0.00142435,0.000768952,-0.00383076,0.00131181,-0.000386577,-0.000234115,0.00312039,0.000667782,0.000578746,0.00595815,0.00265274,-0.000550575,0.000650798,0.00069481,-0.00126664,-0.000680541,0.000862334,-0.00242461,0.000730925,-0.000153488,-0.000380724,0.00315,-8.93E-05,0.000354208,0.000452949,0.00103875,-0.0021607,0.000883644,0.00170641,-0.00138,-2.89E-06,9.78E-05,0.000377929,-0.00230653,0.00222254,-0.000551729,0.000531406,-0.000917208,0.000871041,-0.000714645,-0.000147991,0.000413882,-0.000319,1.33E-05,7.78E-05,-0.00100942,-0.000209245,-0.000356284,0.000190727,-0.00106004,0.000523248,-0.000142783,0.000158996,-0.00152846,0.000584907,0.0688351
OMM,1,-2.66E-18,1.84E-18,0.598151,0.0191273,-0.0340943,-0.0952841,-0.0691657,0.0825903,0.000532216,-0.00163419,0.0486348,0.0118738,-0.0213151,0.0229332,0.0164695,0.0179001,0.00405074,-0.0156738,0.0137462,0.00353907,-0.00705392,0.0076248,0.00972055,0.011948,-0.00260357,0.00828441,0.00716142,0.00359872,0.000441278,0.00948228,-0.000911467,0.0023291,-0.00109434,0.00207057,0.0019382,-0.00420115,0.000861343,0.00211402,0.00486254,0.00240005,-0.00280059,-0.00201424,-0.006262,-0.00030118,0.0018011,0.00136233,-0.00754267,0.00193157,0.000568195,0.00195501,0.00176214,0.000791711,0.000699968,-0.00646515,0.00292409,-0.000107917,-0.00020753,-0.000618875,0.00497259,0.00187734,0.001217,0.00585721,-0.00131494,0.00100042,0.000503909,-0.00185517,0.00224806,-0.000550077,-0.000788895,-0.00293124,0.00338886,3.27E-05,-0.000909693,0.00200341,-0.00481694,0.000333196,-0.0002229,0.00323138,-0.00252744,0.00224926,-0.000613441,-0.000970876,0.00096741,-0.00110841,0.000547184,-0.00390073,-0.000444673,-0.000141089,-0.000801865,-0.00183485,0.00132969,0.000872944,-0.000853104,0.00141644,0.000482665,0.000351103,-0.000665911,0.0031181,0.000179465,0.000717632,0.000439653,-0.000253514,-7.47E-05,-0.000525657,0.00052977,-0.000992215,0.00238489,-2.04E-05,-0.000578666,0.00033532,0.00117913,-0.000723378,-0.000239899,-0.00027398,-0.00024538,-0.000225108,-0.000211089,-0.000781117,-0.000525551,0.0695229
OMM,1,3.13E-18,6.38E-18,0.649212,0.0161169,-0.0298438,-0.120904,-0.0688768,0.0946108,-0.0191539,-0.010615,0.0335482,0.010472,-0.0273124,0.027179,0.0134389,0.0203744,-0.00162515,-0.0176168,0.0129388,0.000975503,-0.00623936,-0.000530534,0.00633431,0.0105102,-0.0136771,0.0015973,0.00645866,2.91E-05,-0.00460514,0.00896941,0.000346847,0.00396967,-0.00127173,0.00219667,0.00675279,-0.000410081,0.00310018,0.0040167,0.00785619,0.00156067,-0.00893526,-0.000811793,0.00552615,-0.00557965,7.73E-05,0.00546346,-0.0054194,-0.000243957,-0.000554642,0.00357011,-0.00811631,5.87E-05,-0.000728959,-0.00822585,0.00241155,-0.0015788,-0.00328098,0.00511129,0.00446969,0.00174705,0.000269464,0.00463719,-0.00890128,0.000561774,0.000744359,-0.000992521,0.00291645,-0.00104445,0.000741745,0.00138241,0.00648181,-0.00357363,-0.000154787,-0.000919453,-0.00473437,3.23E-05,0.000632203,-0.000483106,-0.00520416,0.00200801,-0.00103874,0.000719639,-0.000307429,0.000375138,0.00150879,-0.00078414,0.00464256,-0.000909848,0.00201895,0.000492961,0.000120765,-0.001726,0.000333547,-0.00121453,-0.00235862,0.000815354,-0.000959887,-0.00237126,0.000134308,-0.000134237,-0.000615908,-0.0014304,0.0010899,-0.00028934,0.000957446,0.00100771,0.00103217,0.000530492,0.000375769,0.000577196,-0.000552239,-0.000703487,-0.00114623,0.000712809,0.000525271,-2.33E-05,-9.5E-05,0.000988291,-0.00161294,0.0677236
OMM,1,3.53E-18,-1.25E-18,0.540348,0.0352425,-0.00996268,-0.117737,-0.0799849,0.0929995,-0.0133321,0.0224357,0.0545217,0.00972836,-0.0204462,0.0167018,-0.00769088,0.0250529,0.00246437,-0.0282432,0.00825366,0.0113768,-0.0157445,0.00705888,0.00851255,0.00902026,-0.00391309,0.00729486,-0.000841138,0.00350228,-0.00135378,-0.003298,0.00207624,0.00867552,-0.0041098,-0.00568972,0.00767669,0.000293142,-0.00663545,0.00655968,0.00206493,0.00435207,-0.00500105,0.00200246,-0.0051718,0.00193001,0.00173125,0.00160009,-0.00028049,0.00132582,-0.00361274,0.00189564,0.00895685,-0.00089037,-0.000190514,-0.000370859,0.000651171,-0.000336983,-0.00136908,0.00221958,-0.00216279,0.000819112,-0.00381142,0.000165847,0.00205074,-0.00150337,-0.00101696,0.00233824,-0.00166818,0.00171348,-0.00127715,-0.000415457,-0.00665113,0.00207019,-0.00117559,0.000444704,0.0024017,0.000535017,-0.000140852,0.00473739,0.00340258,0.000347426,5.32E-05,-0.00314073,-0.00174586,-0.00118215,-0.000434248,0.00105054,0.00164125,3.46E-05,-0.000958146,0.00410262,0.000700057,0.00039461,0.00205293,-0.00175179,2.76E-05,-0.00058355,-0.000604549,-0.000577434,3.67E-05,-0.00188326,-0.000295437,0.000544063,-8.51E-05,0.000432086,-0.000623812,0.00116597,-0.000398613,2.04E-05,-0.000244997,-0.000169032,-0.00373793,-0.000597013,-0.000497017,-0.00149722,-0.000835138,0.00106523,-0.000354809,-0.000316747,0.00115773,0.0709272
